상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용,맛 만족도
"마블 카와이 무선키보드, MKK-03, 아이너맨 블랙 + 옐로우, 일반형",김*기,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",손*아,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",홍*의,4,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-01, 스파이더맨 레드 + 블랙, 일반형",김*정,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",이*라,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-05, 블랙 펜서 + 블랙, 일반형",김*정,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",오*주,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",오*주,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",강*진,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",김*미,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",정*라,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-02, 스파이더맨 레드 + 화이트, 일반형",정*우,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",권*미,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",최*대,4,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-01, 스파이더맨 레드 + 블랙, 일반형",김*호,4,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",김*서,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-06, 블랙 펜서 + 블랙 + 화이트, 일반형",장*현,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-01, 스파이더맨 레드 + 블랙, 일반형",이*락,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-01, 스파이더맨 레드 + 블랙, 일반형",김*철,4,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-02, 스파이더맨 레드 + 화이트, 일반형",권*현,2,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-04, 캡틴 아메리카 블루 + 화이트, 일반형",강*연,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-01, 스파이더맨 레드 + 블랙, 일반형",후이민,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-03, 아이너맨 블랙 + 옐로우, 일반형",쿠팡실구매자,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-03, 아이너맨 블랙 + 옐로우, 일반형",전*미,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-01, 스파이더맨 레드 + 블랙, 일반형",쿠팡실구매자,5,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-03, 아이너맨 블랙 + 옐로우, 일반형",김*호,2,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-05, 블랙 펜서 + 블랙, 일반형",안*욱,2,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-02, 스파이더맨 레드 + 화이트, 일반형",이*진,1,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"마블 카와이 무선키보드, MKK-02, 스파이더맨 레드 + 화이트, 일반형",조*윤,2,등록된 헤드라인이 없습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*한,5,가성비 면에서 아주 훌륭한 키보드,"??(＾∇＾)??솔직후기 내돈내산상품명 : 앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형구매 날짜 : 2023년 3월 4일 배송후기 날짜 : 2023년 4월 17일 ( 약 1달 사용후 후기)♡ 구매 이유 : 쓰던 키보드에 물을 쏟아 고장나서 새로운 키보드를 장만하게 되었습니다 원래 앱코꺼 사용하다가 고장나서 다른걸로 썼었는데 타자감이 앱코꺼가 더 좋은거 같아서 다시 돌아왔네요? 레인보우 무빙 LED - 피시방에서 흔하게 있는 키보드라고 생각하시면 돼요 불 들어오는게 은은하게 잘보여서 타자칠때 조금이라도 더 편한거 같고 일단 보기가 이뻐요 ? 키감 - K560은 멤브레인 키보드와 다르게 개별 키마다 독자적인 스위치를 탑재하고 있으며 키 스위치의 보장 수명은 5,000만회로 탄탄한 내구성을 자랑한다고 하네요 키감도 좋습니다 자판 소리가 크다고 별로라고 하는 후기도 많은데 저는 오히려 이렇게 소리나는게 더 타자감 있고 좋은거같아요? 자가수리가 가능한 교체축 방식 - 이부분은 아직 한달밖에 사용하지 않았기때문에 자가 수리가 진짜 가능할지는 잘 모르겠지만 자주 쓰는 키만 교체할수 있다면 편리할거같긴 합니다? 104키 풀 배열 키보드 - 게임을 주로 하기때문에 옆에 숫자 부분 없고 새로부분이 짧은 키보드로 살까 했지만 역시 익숙한게 최고인거 같아요? 높낮이 받침. 미끄럼 방지 패드. 3방향 선정리 홀 - 하단의 높낮이 조절 받침대를 사용하여 키보드의 각도를 조절하기도 편하고 접거나 펴도 비끄럼 방지 패드가 부착되어 밀림 없이 안정적으로 사용할 수 있어서 좋습니다? 배송 - 아무래도 택배 배송이라 불량이 걱정되었는데 무상 보증기간도 있다고 해서 안심하고 구매하였습니다배송 상태도 깨끗하게 와서 만족합니다 ♡ 총평 : 간단한 업무를 보는거 뿐만아니라 장기간 게이밍을 즐기기에도 너무 좋은 키보드인거같아요 10만원 이상의 키보드도 사용해봤지만 저는 큰 차이점은 못느꼈습니다 아무래도 저렴해서 엄청 오래쓰긴 힘들겠지만 1년 무상 A/S서비스도 되니 고장날때까지 오래오래 쓰고싶어요 키보드 고민하고 계신분들 가성비 면에서 괜찮으니 추천해드려요 !",기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",남*란,5,후회없는 제품,맨날 다이소에서 키보드 사서 쓰다가 (쿠팡에서도 2종류 사서 써봄)이번에 큰맘 먹고 청축키보드를 구매 후에 사용했는데전에 쓰는 것보다 확실하게 성능 차이가 보이며 눌러도 빠르게 빠르게 상호작용해주는 모습이 보여 너무 좋습니다.우선 전에 사용한 것보다 간지는 물론 성능도 좋아 너무 기쁩니다.조금 아쉬운 건 키보드 소리가 크게 난다는 점 제외하고는 다 좋네요마치 피시방에서 게임을 하는듯한 분위기를 조성할 수 있는 것 같은 느낌이긴 합니다.집에서 키보드 타자 소리가 시끄럽게 나는 건 어쩔 수 없다고 생각하지만요.하지만 이 가격에 이 성능이라면 나쁘지 않고다른 사람들이 사서 쓰기엔 매우 좋다고 생각이 됩니다.더 써봐야 알겠지마는  아직은 누르는 것도 잘 눌러지고 반응도 빠르게 와서 매우 좋다고 생각되며 방에 불을 꺼놓고 게임을 하면 분위기가 살아 너무 좋습니다.,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",쏘세지쿵야,5,괜찮아요!,"★ 구매 가격 : 22,710원COX 청축 4개월 정도 썼는데 게임 할 때W 키가 작동이 안 되고 게임에서 앞으로 쭉걸어갈 때 계속 멈춰서 키보드를 알아 보다이 키보드로 구매하게 됐어요:-)우선 전에 사용하던 것도 레인보우여서 다를 건없었지만 누르는 느낌은 확실히 다른 게 느껴짐!전에 건 소리도 탁탁 예쁘게 야무졌는데 요거는좀 무겁게 퉁퉁? 소리 나면서 야무지게 눌리네요.그리고 맨 밑줄 스페이스바 있는 쪽은 키가 뭉툭!다른 키들은 평평한데 컨트롤 알트 스페이스 등등뭉툭하게 생겼어요~ 사용하는데 좀 어색하네요..이 정도 가격에 이 성능이면 평타인 거 같습니다 :-)키보드가 거기서 거기겠지만 요 키보드는 생각보다시끄럽지도 않았고 깔끔하게 생겼고 잘 눌려져서 뭐괜찮았어요ㅎㅎ! 계속 써봐야 알겠지만 좋습니다 ♥",기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",백*걸,5,딱 가격대 키보드,딱 가격에 맞는 키보드 느낌임pc방 키보드 기대하시면 안됨.기계식 키보드 체험한다고 생각하시면 됩니다.그리고 키눌렸을 때 키보드 반응이 느린 느낌도 나네요.그리고 한영키 없다고 별점 1점 리뷰 있던데스페이스바 오른쪽 알틔 누르시면 됩니다.,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*희,5,등록된 헤드라인이 없습니다,가성비 짱이네요. 시끄럽다고 생각하는 사람이 있을 수 있지만.. 토도도독. 소리가 적절히 즐겁습니다.,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*양,2,쇠때리는 소리가 너무 신경쓰입니다,상품을 받고 타건을 해 봤는데 텅텅거리며 쇠때리는 소리가 타건음 나고 바로 들려서 소리가 상당히 불쾌하네요.아마도 스위치가 바닥의 지지대판을 때리면서 나는 소리 같네요.장패드위에서 쓰면 나아질까해서 장패드 위에서 써봤는데도 텅텅거리는 쇠때리는 소리는 줄지읺네요그리고 키보드 밑면의 발 같은거 올리면 키보드가 너무 높아져서 손목이 심하게 꺽이네요싼 기계식을 여러개 사서 쓰고 버렸지만 이번 제품의 품질이 가장 나쁘네요.아들이 급하다해서 그냥 설치해 놨는데 아들이 몇번 타건해 보더니 소리가 너무 신경쓰인다고 하네요.그냥 조금 쓰다 다른걸로 바꿔야 겠네요,만족스러운 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*자,5,품질 좋은 멋진 키보드 대만족=완전 굿~~~,빠른배송 감사합니다~ 중딩아들이 갖고 싶어하던 키보드(지금 쓰는것보다 부드러운 느낌이나 소리가 좋아서)라서 방금 택배 받자마자 선 꼽아 사용하면서 입이 귀에 걸려 함빡 웃어주니 저도 아주 만족합니다~^^ 품질 좋은 상품 많이 파셔서 사업 번창하셔요~.~,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*수,1,게임용으로는 정말 최악,보편적으로 집에서 하는 게임이라고는 배그? 기존사용했던 키보드가 갑자기 W키만 안되서 바꾸게됨 2개를 구매했습니다 써본결과 여러키눌러도 된다는걸로 알고있는데 동시키 누르면 뜬금없이 가끔 멈춤  키패드자체도 높은거같음 누르기 개불편 하루쓰고 다른 청축키보드로 바로 구매후 바꿈 1개는 반품 한개는 사용했던거라 그냥 고장날때 잠깐 쓸용도로 처박아둠 그냥 사무실에서 쓸용도로 충분 게임용으로는 정말 최악,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",놀래라유,5,아들 게임용으로 구매했어요~,청축이란 생소한 단어에 난감했지만아들과 아빠의 선택으로 구매했어요ㅋ게임 할 때 ????타격감이 좋고 ????소리도 타타타탁 쉴새 없이 나는게뭘해도 게임이 즐거워 보이네요~반면 옆에서 보는 ????저는 조금 시끄럽습니다ㅋㅋ그래도 그런 맛에 쓰는거라니...ㅋㅋㅋㅋ????사용자의 만족도 좋아요ㅎㅎ????둘째 아들도 사달래서 장바구니 담아놨고요~조건부로 사주려고 기다리고 있습니다ㅎㅎ,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*현,5,등록된 헤드라인이 없습니다,청축이라 소음은 예상 했던 부분인대지금 까지 사용한 키보드랑 다르게 한/영 위치가 조금 오른쪽에 있다는 느낌이 있네요그래도 가격대비 가성비가 좋아요 원래 제닉스 키보드 10만원 단위 키보드 사서 사용했는대워낙 게임을 좋아해서 너무 빨리 고장나서 차라리 적당히 가성비 보고 구입해서 1~2년쓰다 또 고장나면새로 구입하는게 낫겠다 싶을때 구입 또 할꺼 같아요,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",오*환,5,저렴한 가격에 무난히 쓰기좋은 키보드,타건감 및 타이핑 소리는 피방 키보드와 동일한 청축 사운드한손으로 농구공 잡을 정도의 손크기에는 작은 감이 있으나 익숙해지면 편함LED 적용 방식 매크로 등은 설명서란에 자세히 설명이 되있지 않아 직접 사이트 방문 후 확인해야해서설명서 부분 조금더 상세히 기재가 필요함,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*원,5,가격대비 좋아요,2만원대 키보드에서 기계식 청축 찾기가 쉽지않은대키감도 좋고 은은하게 보리는 LED 라이트가 좋습니다가성비 굿,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*경,3,그냥 3만원인 이유가있음,이런거 사지말고4만원정도 보태서 더 좋은 키보드 사는게 훨 나음,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*호,5,등록된 헤드라인이 없습니다,"저렴한 키보드가 필요했는데, 딱 그 적당한 가격에 적당한 키감과 적당한 퀄리티를 보여줍니다.사실 키보드 비싼걸 쓰는게 더 좋긴 좋으나 어차피 소모성이라 생각하시는 분들은 이런 저렴한 키보드 가성비 키보드 사용하셔도문제 전혀 없습니다.",맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*우,5,강츄! 완전 좋아요!,아 좋습니다. 기계식 키보드 회사에서만 써서이번에 집에서 디아2하려고 샀는데.. 키감 소리 LED 정말 만족합니다.키보드는 소모품이라 이정도 가격이 딱이죠. 만족!,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",반*한,5,좋아요. 사세요~!,가성비가 뛰어난 편입니다.이 가격에 기계식 키보드를 쓸 수 있다는 게 신기하네요.키감도 괜찮고 모양도 나쁘지 않습니다.처음 보았을 때에는 키 주변에 베젤이 없어서 좀 썰렁해 보였는데써보니 나쁘지 않군요.,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",양*주,5,좋아요,한 번씩 심심할때 타자연습하는데 자꾸 윈도우키가 눌려서 항상 빼고 하는편.. ㅋㅋㅋㅋ다른 글쓰기나 이럴때는 매우 편하고 제가 좋아하는 키보드 ㅎㅎLED도 내가 맘에 드는대로 설정할수도 있고 전 만족!,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",솔직담백맘,5,등록된 헤드라인이 없습니다,한두달 사용후기에용ㅎㅎ사진상으로는 먼지가보이긴하지만 실제로보면 먼지는별로없어요까만색이라 잘보이네요 슥슥닦아주기만해도 깨끗ㅋ,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",심푸우,5,키보드소리에서  쇠소리가  나요,가격대비 이정도면 게임 키보드로 괜찮은것 같은데  아들은 소리에 민감함 편이라 힘들어하네요. 그래도 만족하면서 쓰고 있어요.지금도 열심히 게임중이네요^^,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*주,5,등록된 헤드라인이 없습니다,키보드 불들어오는게 이쁘고 좋아요 타자소리는 좀크네요 키보드 버튼도 높은편 아들이 사달래서 산거고 저는 워드용으로는 안살듯 ㅎㅎ,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*진,1,등록된 헤드라인이 없습니다,제가 배그유저인데 키보드가 원래이런가요?무슨컨트롤키랑 스패이스바키만 유독 거슬리정도로 튀어나와있는데불량아닌가여?진짜못쓸정도로불편해서 고장난키보드쓰고있을정도에여 불량이맞다면 환불이나 교환해주세여 진짜짜증나니깐,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",홍*기,5,키보드,3만원짜리 기계식 키보드가 어느순간 키가 잘 안눌려지더니 백스페이스가 맛이가서 샀습니다이건 부드럽네요얼마나갈지 모르겠지만 일단 쓰겠어요,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*우,5,등록된 헤드라인이 없습니다,아주 좋습니다 물한바가지 실수로 부어버렸는데 그걸 버텨내고 정상작동하는걸보고 감동받아서 후기남깁니다 갓키보드 사랑합니다 제작자분,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",정*빈,5,소리는크지만 가성비 갑,키보드 소리가 은근 커서 마이크에 잘 들어가요근데 이가격에 아직까지 쓰고있는거 보면 가성비는 최고인거 같습니다!!,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김지아,5,등록된 헤드라인이 없습니다,초딩 동생이 마트에서 만원짜리 키보드 사와서는별로라고 시무룩해있길래 불쌍해서 사줌세상에서 제일 좋아함5만원이라고 뻥치고 생색냈는데 믿음,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*훈,4,등록된 헤드라인이 없습니다,가성비 좋긴한데 키들이 일정한 소리가 나진않습니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",강*모,4,등록된 헤드라인이 없습니다,근데 Alt + S 키로 왜 저장이 안되죠?? 마치 탭키 누른거처럼 다른 화면으로 전환되는데 뭐가 문제인거예요??,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",강*린,4,등록된 헤드라인이 없습니다,아이가 좋다고하네요  제가 쓴느게 아니라  잘모르겠어요,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",홍*환,5,믿고 사겨도 됌,사무실에서 잘쓰고 있습니다. 가성비 대비 굉장히 타자감이 좋습니다.,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*미,5,게이밍 키보드 소리큰걸 좋아하시는분 추천드립니다,청축이라 그런지 소리가 커서 좋았고 색깔도 이뻐서 좋았습니다,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",주*혁,4,등록된 헤드라인이 없습니다,키보드가 소모성이라고 생각하는 분한테 매우 추천 하지만 소리가 많이커서 조용하게 사용하고싶은 분한테는 비추천해요,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",송*순,4,등록된 헤드라인이 없습니다,키보드 자판 터치가 좀 딲딱합니다.  일반적인 키보드보다는요...  이점 인지하시고 구매하시면 좋을 듯요,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*훈,5,가성비 기계식 키보드!,"게임할 때 느낌도 좋고, 아주 좋습니다.가성비 좋아요.",조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*영,4,가성비는 좋아요,가성비 좋아요 키감도 좋은데 하단부가 높아서 세우지 않고는 다른키가 가끔 눌립니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*준,5,가성비는 확실히 좋음!,일하면서 싸게 쓰기에 너무좋고 타격감 좋고~led 색상위치는 고정이지만 딱히 상관없음~!,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",박*준,3,좀 텁텁하다,기존에 다른 청축 기보드를 썼는데 그 키보드 보다 누를 때 좀 텁텁한 감이 있네요 가성비는 괜찮습니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*화,4,등록된 헤드라인이 없습니다,입문용으로 구매청축 적축 갈축 등과 같은 개념이 없는 상태에서 구매LED효과가 꽤 멋지지만  많이 시끄럽다..;;,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*태,5,컴퓨터에따라 인식이 다를수있음,키보드 반응속도도 그렇고 led도 나쁘지 않습니다,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*인,5,등록된 헤드라인이 없습니다,타다다닥 타다다닥 키보드 asmr 때문에 타자치다 잠이옵니다..이 가격대에 좋은거 같네요,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이시준,4,팅팅소리남 그거빼곤 다좋음,키보드에서 스프링이라 할까 그런 소리가 누를때마다 납니다,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",윤*용,1,한영 전화키가 없습니다,한영 전환키가 없는 키보드는 처음 보네요??실제로 전환이 안됩니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*옥,5,등록된 헤드라인이 없습니다,아이가  게임할때  사용한다고  골라서  주문했어요가격도  적당하고  맘에들어합니다,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",양*혁,5,등록된 헤드라인이 없습니다,전형적인 기계식 키보드입니다. 예민하신 분 아니면 전체적으로 마음에 드실거에요,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",모*석,5,가격대비 개만족!,노트북에놓고 게이밍 합니다 롤 피파 그냥 두번쓰세요 가성비 끝판왕,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",차*,5,가성비갑,"아마 피파,롤 하는데 불편함 1도 없으면 뭘해도 괜찮을듯가격 대비 완벽함.",기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",류*솔,3,등록된 헤드라인이 없습니다,2주만에 방향키가 계속~~ 떨어져요 ;; 반품할래요 ㅠ,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",오*균,5,등록된 헤드라인이 없습니다,아들이 정말 좋아해요..pc방 느낌도나고 LED 이뻐요,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*진,2,키보가 뻑뻑해요...너무...진짜 별로에요,"너무 버벅 거리고 뻑뻑해요  키보드 터치감이 별로 안좋아요,,, 바로 다른거 사버렸어요",기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",새벽3시,1,별점 1개,컨트롤 키를 눌러도 제대로 인식이 되지 않습니다.(다른 키는 잘 눌리지만 유독 컨트롤 키는 안눌립니다)추천하고 싶지 않습니다.,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*헌,5,좋은 예비키보드,등록된 리뷰내용이 없습니다,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",황*호,5,선물용,선물용으로 삿어요 감사합니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",이*영,5,이쁩니다 청축소리도 좋어요,디자인 이쁘고 청축이라 역시 부드러워요 굿~,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",박*건,5,가격에비해 좋습니다,등록된 리뷰내용이 없습니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",박*수,5,대만족 역시 앱코!,등록된 리뷰내용이 없습니다,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",Sigmap,5,가성비 좋아요 이가격에 기계식 키보드 살수잇을까요?,등록된 리뷰내용이 없습니다,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",Kanabjy450,5,색상 이쁘고 사용하기 좋습니다. 만족합니다,등록된 리뷰내용이 없습니다,조용한 편이에요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",권*주,5,잘받아 사용하고있습니다.,등록된 리뷰내용이 없습니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",쿠팡실구매자,5,등록된 헤드라인이 없습니다,만족한 상품입니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",방원배,3,소리가 커요 ...,등록된 리뷰내용이 없습니다,기대보다 소리가 커요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",최*우,5,솔직히 키보드는 비싼거 필요없다 이거면 충분,등록된 리뷰내용이 없습니다,아주 만족스러워요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",조*현,5,등록된 헤드라인이 없습니다,가성비 최고,기대보다 조용해요
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",김*걸,5,등록된 헤드라인이 없습니다,굿 좋습니다,맛 평가 없음
"앱코 축교환 레인보우 무빙 LED 기계식 키보드 청축, 블랙, K560, 일반형",함*욱,5,튼튼하고 좋습니다,소리도 적당하고 좋습니다 딱히 단점은 없네요,기대보다 조용해요
