,상품명,리뷰,구매자 평점
29469,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",충전기 선이 갉아먹다 못쓰다 되다 급하다 주문 고속 충전 잘 되다 좋다 더 써보다 후기 또 남다 길다,1
29472,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 충전기 구입 요역 정품 그렇다 충전 속도 확실히 틀리다,1
29473,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",짝퉁 같다 괜히 누구 새상 품이 거짓 꾸미다 파다 하다 삼성 로고 그렇다 되게 어색 짝퉁 티 팍팍 나다 정품 없다 메이드인 차이나 각인 여기다 있다 게다가 삼성 로고 누구 페인트 하다 마냥 되게 어색 충전 단자 기다 누구 쓰다 거마 정말 많다 괜히 싸다 정말 짝퉁 같다,0
29474,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",별로 상품 받다 핸드폰 테블릿 연결 해보다 때 딱 맞다 느낌 헐렁 맞다 느낌 마치 사용 하다 느낌 케이블 상태 그래도 고속 충전 되다 그냥 쓰다 생각 일주일 너무 사용 고속 충전 유선 충전 되다 다말 핸드폰 계속 저속 충전 안내 하다 이 제품 구매 꼭 참고 하다 구매 뽑다 기운 알다 좋다 있다 습 제품 두 제품 구매 사용 두 제품 모두 동일 하다 현상 일어나다 삼성 정품 하다,0
29476,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사다 사다 두다 필요 부러지다 살다 넉넉히 사다 잘 쓰다,1
29477,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 사용 권장 핸드폰 정품 구매 사용 충전기 역시 정품 사용 밧데리 성능 괜찮다 같다 정품 말다 다른 제품 사용 크다 차이점 없다 느낌 받다 있다 확연 밧데리 차이점 있다 같다 확실히 급속 충전 빠르다 편 안정적 인 같다,1
29478,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",삼성 정품 패 켜다 쥐다 맞다 습 뉘다 저렴 가격 삼성 정품 트레블 어 터 패 켜다 쥐다 구입 영 삼성 작다 소모품 어 터 케이블 까 쥐 동 유광 고급 있다 삼성 제조 일자 핫 하다 네 염 구매 예정 분 위하다 정품 패키지 전면 후면 인증 샷 첨부 뉘다 참고 하세영,0
29479,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",충전기 정품 전 쓰다 정품 충전기 바로 충전 되다 심지어 고속 충전기 해 충전 더 안되다 이런 충전기 정품 파나다 선도 영 얇다 꼬불꼬불 거리 쿠 팡 삼성전자 믿다 사다 완전 속다 요 ㅡㅡ 심지어 받다 리뷰 쓰다 딱 하루 고장 나다 ^^ 암만 꼽다 연결 잘 알다 되다 뜨다 가지가지 하다 참 ㅋㅋ 충전기 무슨 중국 쓰레기 갖다 정품 정품 주다 가다 품다 이러나 가짜 정품 팔다 있다 신고,0
29480,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 안 좋다 랜덤 고속 충전 잘 모르다 일단 그냥 어댑터 꽂다 고속 충전 뜨다 보조 배터리 USB 충전 사진 저속 다른 다 알다 저러다 싸다 이유 있다 타입 쪽 검정 고무 같다 붙다 리뷰 괜찮다 사다 운 없다 안 좋다 걸리다 또 충전 타자 치다 다른 리뷰 쓰다 사람 되게 느리다 글자 제대로 알다 누르다 반품 귀찮다 그냥 다른 시키다,0
29481,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",케이블 길이 가 정도 잘 되다,0
29483,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",최강 원 대 주다 애매 상품 굿 가격 좀 변동 있다 원대일 경우 판매자 배송 대일 경우 로켓 배송 타이밍 좋다 저번 주 새벽 블랙 사다 삼성 정품 여행 충전기 그렇다 고속 충전 약간 떨어지다 그래도 퀵 차 줄 긷다 마음 들다 삼성 정품 가짜 제품 파다 일부 업자 다르다 필요 삼성 서비스 되다 마음 들다,1
29485,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",삼성 정품 싸다 하다 벌 크다 포장 오다 고 받다 어 댑 타다 삼성 써 케이블 설명 삼성 정품 해 케이블 차이나 써 있다 ㅡㅡ 삼성 정품 케이블 삼성 써 담다 부탄 비싸다 정품 사다 ㅡㅡ,0
29486,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",이 상품 파다 잘 모르다 갤럭시 노트 쓰다 쓰다 충전기 고장 새롭다 충전기 살다 개살 가 오다 마 자 고장 요 그냥 한 개산 샘 치다 쓰다 그 몇일 고장 나다 ㅎㅎ 충전 안되다 위아래 충전 단자 흔들다 어느 각도 맞추다 충전 되다 런 걸다 정품 충전기 파시 잘 모르다 사다 말다 ^^,0
29487,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",배송 빠르다 가격 적당 좋다 번들 제품 케이스 없다,1
29491,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",강추 추다 추다 요 걸루 요 것다 찾다 딱 타 회사 물건 하도 발열 있다 터지다 그런 물건 많다 걱정 앞전 실망 반품 다른 회사 상품 그런데 이상 품다 넘넘 만족 함상 품평 바로 쓰다 일부러 충분히 써 보다 후 평 남기다 임오 고속 충전 확실 발열 심하다 음대 만족감 제대로 되다 충전기 찾다 분 도움 되다 후회 안 하다 강추 추다 추다,1
29493,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",아이 충전기 자주 망가 트리 편 미리 구매 가격 꽤 저렴 소켓 두개 혹하다 사다 충전 망가지다 교체 충전 되다 안되다 하다 케이블 잘못 되다 새 케이블 여러 교체 안 되다 충전기 생각 못하다 휴대폰 충전 단자 망가 진주 알다 혹시나 하다 충전기 교체 충전 잘 되다 사흘 바쁘다 수리 세다 테 못 가다 겨우겨우 충전 가다 마음 졸이다 고생 헛짓 구매 의사 없다,0
29494,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 사용 하다 훨씬 좋다 확실히 스마트폰 충전기 정품 사용 되다 같다 정품 사용 밧데리 성능 좋다 오래 사용 있다 같다 가 품다 정품 훨씬 같다,1
29496,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",불량품 오다 같다 정품 맞다 가격 너무 싸다 그냥 속다 치다 주문 연결 계속 초 되다 본체 문제 랜 선이 문제 ㅎ 단순 오타 출력 모르다 갖다 정품 비교 때 불량품 인 알다 너무 돈 아까 운 그냥 기부 칠게 다른 후기 정품 칭찬 리뷰 자자 ㅎ 전 노 이해,0
29497,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 쓰다 집 충전기 방 있다 콘센트 다 꽂다 아있다 그만큼 스마트폰 늘 충전 각종 기기 다 충전기 점령하 같다 하도 그러다 자주 고장 나다 충전 속도 느리다 저렴 사다 역 역시 정품 답 폰 정품 가다 주자 고속 충전 아 반응 부분 정품 가성 비다 답 ㅋ,0
29499,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",얼마 전 사다 정품 충전기 여기다 더 구매 택배 봉지 박스 없이 달랑 충전기 어댑터 케이블 들다 있다 당황 상품 설명 미터 되다 미터 충전 키패드 조작 잘 안되다 오타 나다 충전기 발열 손 대다 수없다 정 뜨겁다 ㅜㅜ 돈 더 주다 원래 사다 곳 더 후회 되다 상품 평 최근 끄다 확인 사다 앞,0
29503,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",꽂다 스마트 고속 충전 뜨다 답답 마음 씻다 근데 충전기 가까이 있다 전기 소리 아무튼 미세 날다 예민 짜증,0
29504,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",섬 괜찮다 ^^ 새벽 배송 담날 새벽 받다 기존 쓰다 충전기 갑자기 고장 나다 곤란 다행히 빠르다 받다 급하다 충전 ^^ 가격 대비 성능 좋다 괜찮다 ^^,1
29505,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",별 아깝다 구매 사용 하다 얼마 되다 고장 다 그러다 정 상태 휴대폰 만지다 밤새다 충전 하다 충전 되 정도 남다 충전기 꼽다 고도 아무것 못하다 충전 안 오다 신다 폰 폰 다 해보다 처음 좀 더디다 다 젠 사람 속 뒤집다 일부러 삼성 으휴 ㅠ,0
29509,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",잘 쓰다 대충 맨날 쓰다 걍 좋다 하다 보다 일단 고속 충전기 충전 확실히 빠르다 그렇다 타 충전기 월등 이렇다 구입 이유 그냥 삼성 끄다 더 안전 오래가다 마음 사다 쓰다 일단 만족 충전 잘 되다 빨리 되다 잡소리 도안나 일찍 문제 생기다 다시 쓰다 오다,1
29511,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 같다 갤럭시 사용 인 정품 충전기 급하다 주문 근대 충전기 꽂다 급속 충전 잘 되다 꽂다 순 터치 안되다 폰 뜨겁다 터지다 같다 폰 카메라 쪽 정전기 반응 있다 그래서 룸 메다 충전기 사용 해보다 터치 잘 되다 기기 온도 안 올라가다 충전기 문제 같다,0
29512,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",플러그 꼽다 플러그 꼽다 전기 흐르다 이런 소리 나다 다른 곳 꽂다 똑같다 소리 나다 너무 무섭다 원래 쓰다 코드 화이트 바꾸다 연결 더 이상 그런 소리 안 정품 맞다 가요 일부러 정품 구입 삼성 사다 ㅠ,0
29513,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",삼성전자 USB 타입 급속 여행 핸드폰 충전기 경우 집 충전 때 편하다 외출 차 컴퓨터 연결 못하다 불편 함 있다 분리 모두 사용 있다 좋다,1
29515,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",삐이 이익 소리 나다 충전 느리다 충전 때 소음 있다 솔 루 엠 검색 해보다 불량 문제 찜찜 샤오미 다이 충전기 쓰다 문제 없다 데이다 쓰다 배터리 성능 낮다 알리다 대체 판 아빠 사무실 시키다 여러 기계 보내다 삼성전자 배터리 교환 맞다 고소,0
29516,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",고속 충전 굿 고속 충전 아주 잘 되다 역시 정품 충전 캐다 선 고장 나다 많이 교체 하다 단자 고장 인경 울다 처음 당황 아이쇼핑 고민하 이왕 정품 구매 옳다 선택 어느 곳 열도 잘 되다,1
29520,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 맞다 며칠 전 다른 판매자 끄다 정품 사다 불량 그래서 여기다 다시 주문 이전 구매 비교 상자 케이블 선 조금 다르다 휴대폰 사다 때 들다 충전기 그립다 감다 선 굵기 모두 일치 정품 맞다,0
29521,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",고속 충전 잘 되다 잘 배송 오다 지금 구매 하다 주다 되다 때 작성 들다 고다 다니다 집 사용 고요 그래 더 단선 위험 상황 지금 고속 충전 아주 잘 되다 믿다 구매 되다 좋다 제품 같다 추천,1
29523,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",포장 부실 상품 불량 불량 오다 같다 뜯다 쓰다 때 고속 충전 저속 충전 오다 하다 같다 폰,0
29524,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",뜨거워지다 만족 하다 조금 부담 되다 싸다 고장 잘 충전기 낫다 삼성 고속 충전기 ㅎㅎ 유저 타입 충전기 더 좋다 ㅎㅎ 그나저나 충전 하다 핸드폰 충전 코드 뜨다 운 불 날 까다 무섭다 불 나다 엄다 빠 혼나다 아무리 대학생 혼나다 ㅡㅡ,1
29525,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 용 홍 노트 무선 충전 패드 연결 구입 고속 무선 패드 연결 잘 사용 확실히 저렴 충전기 다르다 발열 없다 충전 잘 되다 번들 충전기 유선 게임 하다 때 고속 충전 쓰다 일상 고속 무선 패드 아주 적격,1
29527,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 정품 그렇다 가 품다 충전 속도 빠르다 스마트폰 데미지 덜다 갈거 같다 만족,1
29530,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",상품 장난질 하다 ^^ 삼성 정품 발열 도심 무선 충전기 연결 도 안되다 핸드폰 무리 가다 정보 잘못 되다 삼성 충전기 같다 디자인 제조사 중국 삼성 정품 고속 충전기 제조 베트남 정품 사귀다 치지 그렇게 살지다 말다 엄연히 사귀다,0
29535,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사용자 며칠 전 삼성 서비스 센터 정품 사다 요 하다 더 필요 알아보다 멀다 쿠 팡 구매 서비스 센터 살다 충전기 정도 더 저렴 충전기 길이 손바닥 한 정도 조금 더 길다 길다 꽂다 사용 더 편하다 고속 충전 아주 잘 되다,0
29536,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",비추 케이블 타입 길다 만족 충전 단자 실사 일주일 고장 버리다 험하다 쓰다 오로지 집다 채우다 다 뽑다 고장 나다 기존 쓰다 충전기 단자 바꾸다 이용 잘 되다 어떻하다 이런 제품 오다,0
29539,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",노트 쓰다 완전 정품 속도 좀 느리다 아마 기본 제공 되다 타입 타입 타입 일반 USB 그런 USB 쪽 케이블 필요 구매 하다 만족 사용 괜히 싸다 싸구려 쓰다 고장 짜증나다 돈 정품 구매 하다 고장 후기 쓰다 오다,0
29541,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",케이블 단자 부분 정품 비하다 헐겁다 살짝 건들다 흔들흔들 기존 정품 케이블 꽉 들어차다 흔들리다 느낌 거의 없다 반면 새로 구매 하다 케이블 폰 들다 충전 중인 헐겁다 폰 까딱 릴 때 흔들흔들 신주 단지 모시다 사용 파손 되다 같다,0
29545,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",안되다 문제 발생 구매 하다 안되다 타다 냄새나다 충전 되다 검색 조금 해보다 솔 루 엠 만들다 충전기 제품 문제 있다 그대로 판매 안되다 상품 안되다 퍼지다 교환 답변 없다,0
29546,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사용 하다 한 후 충전기 부분 발열 엄청 심다 하다 휴대폰 충전 붙다 떨어지다 하다 발열 심한상 태 USB 선 뽑다 냄새 맡아보다 내부 타다 냄새 조금 그냥 더 쓰리다 산거 데이다 되다 처음 하다 참 당황,0
29548,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",배송 빠르다 좋다 아직 더 써 보다 일단 지금 고속 충전 잘 되다,1
29549,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 ^^ 싸다 많다 정품 믿다 사다 충전 잘 되다,1
29553,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",충전 길이 소비자 속임 표시 길이 충전 선의 길이 표시 되다 품다 길다 길이 원하다 참다 타제 품다 비싸다 구매 하다 엉 터 표시 반품 하다,0
29554,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",타입 쪽 헐겁다 충전 케이블 빠지다 원래 케이블 쪽 헐겁다 자꾸 빠지다 쉽다 안 빠지다 케이블 꼽다 사용 어느 순간 살짝 빠지다 충전 안되다 고 있다 개구 매해 한 사용 한데 원래 이런,0
29557,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",충전 되다 발열 엄청 심하다 빠르다 오다 충전 고속 충전 뜨다 잘 충전 되다 조금 충전 있다 발열 엄청 심하다 게다가 발열 심하다 때 충전기 USB 쪽 냄새 맡다 약간 플라스틱 타다 내다 같다 조금 불안 싸다 정품 맞다 의심 되다,0
29558,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",비추 웬만하다 리뷰 안 쓰다 정말 너무 며칠 충전 안되다 꽂다 불꽃 같다 튀다 급하다 쿠 팡 로켓 배송 주문 하다 실망 쿠 팡 자주 좀 너무 정말 비추다 돈 아깝다 환불 안 되다 자다 아유,0
29559,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 잘 사용 고속 충전 잘 되다 튼튼,1
29560,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사다 말다 삼성 끄다 믿다 제조 년 베트남 산 충전기 꼽다 풍선 바람 빠지다 소 겁나다 크다 주다 산거 그냥 쓰다 침실 자기전 충전기 꼽다 못 잘 정도 소음 심하다 참고 하다 충전 잘 되다,0
29561,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정상적 고속 충전 집 충전기 갑자기 저속 충전 되다 다른 제품 사다 실패 이 제품 사다 고속 충전 잘 되다 좋다 고속 충전 이렇게 감사 하다 처음 알다 ㅎㅎ 이른 아침 주문 오후 받다 그리고 정상적 제품 훌륭,1
29562,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",삼성 정품 매장 저렴 굿 굿 삼성 정품 맞다 고속 충전 잘 되다 매장 직접 가다 살다 가량 저렴 배송 빠르다 아주 좋다 ㅎㅎ 괜히 가다 품다 쓰다 후회 이 상품 구매 추천 합,1
29563,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",아버지 휴대폰 충전 구매 아버지 휴대폰 충전 구매 아주 좋아하다 휴대폰 동봉 갤럭시 충전기 포트 부분 컴터 연 결안 되다 타입 구매 배송 도 빠르다 아주 좋다,1
29566,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사용 하다 안되다 고장 나다 비싸다 고 사다 역대 최단기간 고장 하루아침 알다 되다 케이블 되다 헤드 문제 헤드 고장 처음 불량 같다 이미 사용 ㅜㅜ 속상하다,0
29568,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",퇴근 후 오다 마 자 전중 ㅋㅋ 정품 맞다 너무,0
29570,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 좋다 요 길이 적당히 길다 고충 빠르다 되다 고 정품 안심 사용,1
29572,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",급하다 산 가격 대비 좋다 급 때 근처 휴대폰 매장 충전기 사고 하다 진짜 하나같이 짜증 ^^ 정말 돈 버리다 사다 동안 잘 쓰다 물론 얼마나 가다 모르다 충전 빨리 되다 좋다 ㅎㅎ,1
29575,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",만족 더 싸다 제품 일부러 고름 박스 채다 정품 고속 충전 잘 되다 미터 케이블 길이 넉넉 좋다 케이블 재질 원래 폰 사다 때 포함 되다 케이블 뻑뻑 유연성 떨어지다 별로,0
29576,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",충전 잘 되다 배송 빠르다 좋다 충전 아주 빠르다 잘 되다 선 짧다 제기 줄다 그렇다 위쪽 옆쪽 꽂다 되다 전 모르다 기존 위 꽂다 되다 그리 생각하다 그래도 만족,1
29580,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 충전기 꼽다 저속 충전 경고 메세지 뜨다 벌다 다시 꼽다 고속 충전 되다 고충 전이 되다 유선 충전 바뀌다 충전기 발열 엄청 심하다 충전기 연결 휴대폰 고주파 음 들리다 폰 이상 하다 알다 같다 케이블 집다 정품 충전기 연결 해보다 알다 들리다 워치 충전 사용 폰 연결 구매 하다 한 되다 발견 발열 이심 하다 불안 못쓰다,0
29581,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사용 망가지다 배송 금요일 사용 작다 월요일 망가지다 날짜 월요일 망가지다 사무실 쭉 꽂다 놓다 쓰다 뺏다 다 끼다 하다 망가지다 정말 불량품,0
29584,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",USB 사랑하다 휴대전화 중고 구입 충전기 가끔 스마트 고속 충전 인식 안 되다 때가다 있다 정품 새로 구입 단자 끼우다 때 뻑뻑 좋다 요즘 벌다 크다 못 믿다 세상 절레 도리다,0
29586,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",구매 마 자 갤럭시 노트 충전 하다 충전 쇼트 날다 소리 함께 충전 멈추다 그 이후 다시 충전 하다 무섭다 쓰다 정말 삼성 정품 맞다 의심 가다 별 도 아깝다,0
29591,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",삼성 비 세다 가다 품 같다 구매 하다 일주일 정도 후부 트다 충전 동안 핸드폰 충전기 접속 부 소리 나다 발열 심하다 요 삼성전자 서비스 센터 가져가다 품 같다 더 알아보다 연락 줄다 ㅜㅜ,0
29592,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",좋다 가격 싸다 좋다 충전 잘 되다 먼저 구매 하다 불량 열 너무 마 충전 조금 하다 다시 티틱 그리고 재충전 되다 열나다 없다 가격 하다 한 더 구매 하다 좋다 먼저번 불량,1
29593,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",가성 비다 하루 오다 언 사용 하다 고속 충전 맞다 충전 잭 선 다 오다 잭 꼽다 곳 옆 있다 선 ㅡ 정도 되다 잘 요,1
29594,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",일반 충전기 충전 더 느리다 같다 고속 사다 시간 충전 푸다 충전 되다 그리고 충전 만지다 와 진짜 정품 원래 이렇게 뜨겁다 휴대폰 사면 주다 정품 충전기 정도 실망 ㅠㅠ,0
29598,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",이런 상품 판매 여행가 분실 하다 관계 와이프 두개 함께 구매 처음 다 접촉 불량 이제 충전 자체 안되다 길이 정품 비하다 터무니 없이 짧다 짜증 나다,0
29601,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",뽑다 기운 나쁘다 걸다 요 구매 받다 오늘 어댑터 부분 고장 나다 사용 안 되다 이전 폰 때 받다 제품 넘다 쓰다 문제 없다 참 속상하다,0
29603,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정말 정품 맞다 화이트 블랙 구매 블랙 며칠 사용 발열 너무 심하다 못 사용 하다 화이트 써보다 고속 충전 안되다 유선 충전 시간 이상 나오다 정품 같다 원래 집다 있다 정품 오래 사용 전혀 그런 현상 없다 충전기 부족 구매 하다 실망,0
29604,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",가격 저렴 하다 충전 잘 되다 좋다 오다 삼다 정품 배송 임 청 빠르다,1
29606,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 연결 상태 제대로 알다 되다 정품 연결 상태 제대로 알다 되다 폰 개다 원래 충전기 고양이 뜯어먹다 새로 사다 비싸다 돌다 받다 연결 도 제대로 안되다 주다 ㅋㅋ ㅋ,0
29607,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",케이블 충전 안되다 삼성 끄다 맞다 의심 되다 여러 사다 충전 안 되다 케이블 핸드폰 충전 단자 잘 알다 맞다 덜렁거리다 빠지다,0
29608,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",정품 맞다 충전 충전기 발열 심하다 고충 전중 폰 사용 하다 심하다 엄청 심하다 쓰다 불다 같다 불안 동영 첨부 안되다 정품 맞다 의심 되다,0
29609,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",울트라 폰 구매 하다 충전기 포함 아 답 터 구매 접속 매우 알다 좋다 아예 인식 안되다 저속 충전 되다 두세 벌다 시도 그제야 고속 충전 되다 하다 때 매번 그렇다 여러 벌다 꽂다 뺏다 불편,0
29610,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",요즘 집 곳곳 충전기 꽂다 되다 때 충전 하다 같다 구매 좋다 같다 꼭 삼성 정품 이기다 바라다 정품 맞다 요 ㅎ,1
29612,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",비싸다 이유 있다 ㅎㅎ 배송 빠르다 포장 깔끔 제품 하다 없다 좋다 ㅎㅎ 더 많다 괜히 전기 제품 비싸다 선택 ㅎㅎ,1
29613,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",저렴 구매 정품 의심 되다 정도 가격 ㅎㅎ 크다 이상 없다 만족 정품 인 맞다 ㅎㅎ 공 홈 많이 저렴 같다,1
29614,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",충전 때 소리 조금 긴하다 대리점 살다 정품 뽑다 기운 괜찮다 충전 빠르다 잘 되다 선도 긷다 너무 좋다 때 주다 충전기 선이 너무 짧다 불편 만족 띠다,1
29617,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",처음 핸드폰 구매 때 삼성 정품 고속 충전기 주다 그 제품 똑같다 고속 충전 문제없이 되다 믿다 구매 되다,1
29620,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",사요 한 안되다 작동 안 되다 짜증나다 상품 평남 겨 다른 충전기 되다 핸드폰 문제 아 같다 충전기 딱 한군데 콘센트 핸드폰 충전 사용 이러다,0
29623,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",왜 정품 고속 충전기 집 있다 고장 나다 정품 구매 프로 남 상태 시간 넘다 남다 실화 어이없다,0
29624,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",역시 충전 정품 쓰다 되다 그냥 싸다 충전기 대충 괜히 핸드폰 수명 단축 되다 가끔 핸드폰 충전 단자 잘 안 정품 바꾸다 고속 충전 잘 되다 역시 굿 굿 굿,1
29627,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",구매 앞전 잘 쓰다 사용 스마트폰 충전기 양도 새로 구매 되다 케이스 더 작아지다 품질 여전 만족 구매 가격,1
29631,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",그냥 사다 말다 이틀 사용 그냥 충전기 불나다 뜨거움 충전기 터지다 뜨다 거우다 충전 중간 멈추다 돈 여기 말다 돈 더 주다 근처 사세,0
29634,"삼성전자 USB C타입 급속 여행용 핸드폰충전기 EP-TA20, 블랙, 1개",한 도안 쓰다 갑자기 충전 자다 때 계속 꼽다 충전 안 자다 일어나다 갑자기 충전 안되다 콘센트 잘못 보다 콘센트 별이 상 없다 충전기 많다 갑자기 안되다,0
